FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b
PF18541.4	0	0	0	0	0	0	0	0	0	0	0	0
PF17893.4	0	0	0	0	0	0	0	0	0	0	0	0
PF17894.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18525.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04306.16	0	0	0	0	0	0	0	0	0	0	0	0
PF15723.8	0	0	0	0	1	0	0	0	0	0	0	0
PF08327.14	0	0	0	0	0	0	0	0	0	0	0	0
PF16656.8	0	0	0	1	0	0	0	0	0	5	0	2
PF14827.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13511.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04244.16	0	0	0	0	0	0	0	0	0	0	0	0
PF00450.25	0	0	0	0	0	0	0	0	0	0	0	0
PF19620.2	0	0	0	0	0	0	0	0	0	0	0	0
PF18851.4	0	0	0	0	0	0	0	0	0	0	0	0
PF19304.2	0	0	0	0	0	0	0	0	0	0	0	0
PF04916.16	0	0	0	0	0	0	0	0	0	0	0	0
PF06897.15	0	0	0	0	0	0	0	0	0	0	0	0
PF12281.11	0	0	0	0	0	0	0	0	0	0	0	0
PF14539.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02040.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03626.17	0	0	0	0	0	0	0	0	0	0	0	0
PF10605.12	0	0	0	0	0	0	0	0	0	0	0	0
PF06167.15	0	0	0	0	0	0	0	0	0	0	0	0
PF08022.15	0	0	0	0	0	0	0	0	0	1	0	0
PF17775.4	0	0	0	0	0	0	0	0	0	0	0	0
PF11625.11	0	0	0	0	0	0	0	0	0	0	0	0
PF00146.24	1	1	0	0	1	0	0	0	0	0	2	0
PF03537.16	0	0	0	0	0	0	0	0	0	0	0	0
PF05015.16	1	0	0	0	0	0	1	1	0	0	0	0
PF18370.4	0	0	0	0	0	0	0	0	0	0	0	0
PF11071.11	0	0	0	0	0	0	0	0	0	0	0	0
PF01833.27	0	0	0	0	0	0	0	0	0	0	0	0
PF19081.3	0	0	0	0	0	0	0	0	0	0	0	0
PF11617.11	0	0	0	0	0	0	0	0	0	0	0	0
PF03599.19	7	3	0	8	4	1	16	23	3	3	4	9
PF04445.16	0	0	0	0	0	0	0	0	0	0	0	0
PF12368.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04013.15	0	0	0	0	0	0	0	0	0	0	0	0
PF02735.19	0	0	0	0	0	0	0	0	0	0	0	0
PF06739.14	0	0	0	0	0	0	0	0	0	0	0	0
PF19408.2	0	0	0	0	0	0	0	0	0	0	0	0
PF12055.11	0	0	0	0	0	0	0	0	0	0	0	0
PF00127.23	0	0	0	0	0	0	0	0	0	0	0	0
PF14063.9	0	0	0	0	3	0	0	1	1	0	0	0
PF03649.16	0	0	0	0	0	0	0	0	0	0	0	0
PF18004.4	0	0	2	0	0	0	0	0	0	0	0	0
PF07699.16	0	0	0	0	0	0	0	0	0	0	0	0
PF11307.11	0	0	0	0	0	0	0	0	0	0	1	0
PF13020.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10708.12	0	0	0	0	0	0	0	0	0	0	0	0
PF13367.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03055.18	0	0	0	0	0	0	0	0	0	0	0	0
PF13590.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14819.9	0	0	0	0	0	0	0	0	0	0	0	0
PF20157.2	0	0	0	0	0	0	0	0	0	0	0	0
PF02730.18	0	4	0	4	0	1	1	0	0	0	0	0
PF01314.21	0	4	0	4	0	1	1	0	0	0	0	0
PF11827.11	0	0	0	0	0	0	0	0	0	0	0	0
PF14175.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00648.24	0	0	0	0	0	0	0	0	0	0	0	0
PF13277.9	0	0	0	0	0	0	0	0	0	0	0	0
PF16147.8	0	0	0	0	0	0	0	0	0	0	0	0
PF06864.15	0	0	0	0	0	0	0	0	0	0	0	0
PF07675.14	1	1	2	2	1	1	0	0	0	0	0	1
PF16271.8	0	1	0	0	2	0	0	0	0	0	0	0
PF05402.15	1	0	1	1	0	2	1	0	2	0	0	0
PF14279.9	0	0	0	0	0	0	0	0	0	0	0	0
PF16483.8	0	0	0	0	0	0	0	0	0	0	0	0
PF03022.19	0	0	0	0	0	0	0	0	0	0	0	0
PF04893.20	0	0	0	0	0	0	0	0	1	0	0	1
PF10065.12	0	0	0	0	0	0	0	0	0	0	0	0
PF00565.20	0	0	0	0	0	0	0	0	0	0	0	0
PF02702.20	0	0	0	0	0	0	0	0	0	0	0	0
PF14873.9	0	0	0	0	0	0	0	0	0	0	0	0
PF17939.4	0	0	0	0	0	0	0	0	0	0	0	0
PF08338.14	0	0	0	0	0	0	0	0	0	0	0	0
PF03279.16	0	1	2	0	0	0	0	0	0	0	0	0
PF11984.11	0	0	0	0	0	0	0	0	0	0	0	0
PF11578.11	0	0	0	0	0	0	0	0	0	0	0	0
PF15495.9	0	0	2	0	2	0	0	0	1	0	0	0
PF16889.8	0	1	0	0	0	0	0	0	0	0	0	0
PF02104.18	0	0	0	0	0	0	0	0	0	0	0	0
PF10828.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04351.16	0	0	0	0	0	0	0	0	0	0	0	0
PF07884.17	0	0	1	0	0	0	0	0	0	0	0	0
PF17650.4	1	0	0	1	0	0	3	1	0	0	0	0
PF06125.14	0	0	0	0	0	0	0	0	0	0	0	0
PF18024.4	0	0	0	0	0	0	0	0	0	0	0	0
PF02563.19	4	1	1	0	3	0	0	1	4	0	2	0
PF19112.3	0	0	0	0	0	1	0	0	0	0	0	0
PF11953.11	0	0	0	0	0	0	0	0	0	0	0	0
PF06938.14	0	0	0	0	0	0	0	0	0	0	0	0
PF08269.14	1	2	0	4	0	2	1	0	0	0	0	0
PF20429.1	0	0	0	0	0	0	0	0	0	0	0	0
PF13738.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04319.16	0	0	0	0	0	0	0	0	0	0	0	0
PF04461.16	0	0	0	0	0	0	0	0	0	0	0	0
PF07411.15	0	0	2	0	2	2	0	0	0	0	2	0
PF13207.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01861.19	0	0	0	0	0	0	0	0	0	0	0	0
PF14824.9	0	0	0	0	0	0	0	1	0	0	0	0
PF05962.14	0	1	0	0	0	1	0	0	0	0	0	1
PF11300.11	0	0	0	0	0	0	0	0	0	0	0	0
PF13726.9	0	1	0	1	0	1	1	1	0	0	0	1
PF16112.8	0	0	0	0	0	0	0	0	0	0	0	0
PF19524.2	0	0	0	0	0	1	0	0	0	0	1	0
PF02805.19	0	0	0	0	0	0	0	0	0	0	0	0
PF19875.2	0	0	0	0	0	0	0	0	0	0	0	0
PF15601.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13331.9	0	0	0	0	0	0	0	0	0	0	0	1
PF12513.11	1	0	0	1	0	0	0	0	1	0	0	1
PF13111.9	0	1	0	0	0	1	0	0	0	0	0	1
PF18157.4	0	1	0	0	0	1	0	0	0	0	0	1
PF13032.9	0	1	0	0	0	1	0	0	0	0	0	1
PF18155.4	0	3	0	0	1	0	0	0	0	0	0	0
PF18154.4	0	0	0	0	0	1	0	0	0	0	0	0
PF12083.11	0	0	0	0	0	0	0	0	0	0	0	0
PF10898.11	0	0	0	0	0	0	0	0	1	0	0	0
PF14431.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04283.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13773.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18374.4	0	0	0	0	0	0	0	0	0	0	0	0
PF06347.16	0	0	0	0	0	0	0	0	0	0	0	0
PF16884.8	0	0	0	0	0	0	0	0	0	0	0	0
PF13429.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02622.18	0	0	0	0	1	0	0	0	0	0	0	0
PF13410.9	0	0	0	0	0	0	0	0	0	0	1	0
PF09130.14	0	0	0	0	0	0	0	0	0	0	0	0
PF14229.9	0	0	2	0	1	0	0	0	0	0	0	0
PF19045.3	0	0	0	0	0	0	0	0	0	0	0	0
PF03239.17	0	0	0	0	0	0	0	0	0	0	0	0
PF04381.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13576.9	0	0	0	0	0	0	0	0	0	0	0	0
PF11199.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04511.18	0	0	0	0	0	0	0	0	0	0	0	0
PF07591.14	0	0	0	0	0	1	0	0	0	0	0	0
PF18083.4	0	0	0	0	0	0	0	0	0	0	0	0
PF20622.1	0	0	0	0	0	0	0	0	0	0	0	0
PF14341.9	0	0	0	0	0	0	0	0	0	0	0	0
PF17689.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04602.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14896.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01750.21	0	0	0	0	0	0	0	0	0	0	0	0
PF17831.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10989.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04107.16	0	0	0	1	0	0	0	0	1	1	0	0
PF07341.14	0	0	0	0	0	0	0	0	0	0	0	0
PF01672.19	0	0	0	0	0	0	0	0	0	0	0	0
PF16231.8	0	0	0	0	0	0	0	0	0	0	0	0
PF13360.9	0	0	0	0	0	0	0	1	0	0	0	0
PF17170.7	1	0	2	0	0	0	0	0	0	0	1	1
PF13318.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02304.18	4	2	0	1	1	1	0	1	1	0	0	0
PF12982.10	0	0	0	0	0	0	0	0	0	0	0	0
PF20013.2	0	0	0	0	0	0	0	0	0	0	0	0
PF20014.2	0	0	0	0	0	0	0	0	0	0	0	0
PF19345.2	0	0	0	0	0	0	0	0	0	0	0	0
PF06368.14	0	0	0	0	0	0	0	1	0	0	0	0
PF14349.9	2	2	2	0	4	0	0	0	2	0	4	6
PF05970.17	0	0	1	0	1	0	0	0	0	0	0	0
PF11181.11	0	0	0	0	0	0	0	0	0	0	0	0
PF19841.2	1	0	0	0	4	0	0	0	0	0	0	0
PF11716.11	0	0	0	0	0	0	0	0	0	0	0	0
PF07398.14	0	0	0	0	0	0	0	0	0	0	0	0
PF00419.23	0	0	0	0	0	0	0	0	0	0	0	0
PF19310.2	2	0	0	0	1	1	0	1	1	0	0	0
PF11992.11	0	0	0	1	0	0	0	0	0	0	0	0
PF13844.9	0	0	0	0	0	0	0	0	0	0	0	0
PF20310.1	0	0	0	0	0	0	0	0	0	0	0	0
PF18583.4	0	0	0	0	0	0	0	0	0	0	0	0
PF19291.2	0	0	0	0	0	0	0	0	0	0	0	0
PF00723.24	0	0	0	0	0	0	0	0	0	0	0	0
PF03968.17	0	0	0	0	0	0	0	0	0	0	0	0
PF03463.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03464.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03465.18	0	0	0	0	0	0	0	0	0	0	0	0
PF10118.12	0	0	0	0	0	0	0	0	0	0	0	0
PF00382.22	0	0	0	0	0	0	0	0	0	0	0	0
PF18760.4	0	0	0	0	0	0	0	0	0	0	0	0
PF16263.8	0	0	0	0	0	0	0	0	0	0	0	0
PF04964.17	0	0	0	0	0	0	0	0	0	0	0	0
PF10119.12	0	0	0	0	0	0	0	0	0	0	0	0
PF05872.15	1	0	1	0	1	0	0	0	0	0	0	2
PF16582.8	0	1	0	0	0	0	0	0	0	0	0	0
PF17092.8	0	0	0	0	0	0	0	0	0	0	0	0
PF20091.2	0	0	0	0	0	0	0	0	1	0	0	0
PF19557.2	0	0	0	0	0	0	0	0	0	0	0	0
PF15345.9	0	0	0	0	0	0	0	0	0	0	0	0
PF19190.3	0	0	0	0	0	0	0	0	2	0	0	0
PF17131.7	0	0	0	0	0	0	0	0	0	0	0	0
PF04315.15	0	0	0	0	0	0	0	0	0	0	0	0
PF02649.17	0	0	0	0	0	0	0	0	0	0	0	0
PF07319.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13454.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02821.19	0	0	0	0	0	0	0	0	0	0	0	0
PF05975.15	0	0	0	0	0	0	0	0	0	0	0	0
PF06737.17	0	0	0	0	0	0	0	0	0	0	0	0
PF10031.12	0	0	0	0	0	0	0	0	0	0	0	0
PF18711.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12867.10	0	0	0	0	0	0	0	0	0	0	0	0
PF18674.4	0	0	0	0	0	0	0	0	0	0	0	0
PF14306.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01747.20	0	0	0	0	0	0	0	0	0	0	0	0
PF10099.12	0	0	0	0	0	0	0	0	0	0	0	0
PF10804.11	0	0	0	0	0	0	0	0	0	0	0	0
PF02790.18	0	0	0	0	0	0	0	0	0	0	0	0
PF00116.23	0	0	0	0	0	0	0	0	0	0	0	0
PF16591.8	0	0	0	0	0	0	0	0	0	0	0	0
PF07364.15	0	0	0	0	0	0	0	0	0	0	0	0
PF07171.15	0	0	0	0	0	0	0	0	0	0	0	0
PF00264.23	0	0	0	0	0	0	0	0	0	0	0	0
PF00743.22	0	0	0	0	0	0	0	0	0	0	0	0
PF00457.20	0	0	0	0	0	0	0	0	0	0	0	0
PF11924.11	0	0	0	0	0	0	0	0	0	0	0	0
PF08990.14	0	0	0	0	0	0	0	0	0	0	0	0
PF18369.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18836.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10138.12	0	0	0	0	0	0	0	0	0	0	0	0
PF12089.11	0	0	0	0	0	0	0	0	0	0	0	0
PF13471.9	0	0	0	0	0	0	0	0	0	0	0	0
PF06030.15	0	0	0	0	0	0	0	0	0	0	0	0
PF05787.16	0	0	0	0	0	0	0	0	0	0	0	0
PF03777.16	0	0	0	0	0	0	0	0	0	0	0	0
PF16250.8	0	0	0	0	0	0	0	0	0	0	0	0
PF03405.17	0	0	0	0	0	0	0	0	0	0	0	0
PF14522.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10590.12	0	0	0	0	0	0	0	0	0	0	0	0
PF01455.21	0	0	0	0	0	0	0	0	0	0	0	0
PF01344.28	0	0	0	0	0	0	0	0	0	0	0	0
PF04170.15	0	0	0	0	0	0	0	0	0	0	0	0
PF17804.4	0	0	0	0	0	0	0	0	0	0	0	0
PF11818.11	0	0	0	0	0	0	0	0	0	0	0	0
PF17810.4	0	1	1	0	0	0	0	0	0	0	0	2
PF17944.4	0	1	1	0	0	0	0	0	0	0	0	2
PF07332.14	1	0	0	0	0	0	0	0	0	0	0	0
PF08471.13	0	1	0	0	0	0	0	0	0	0	0	0
PF13387.9	0	1	0	0	0	0	0	0	0	0	0	0
PF02416.19	0	0	0	0	0	0	0	0	0	0	0	0
PF07681.15	0	0	1	0	4	0	0	0	0	0	0	0
PF19543.2	0	0	0	0	0	0	0	0	0	0	0	0
PF10017.12	0	0	0	0	1	0	0	0	0	0	0	0
PF04891.15	0	0	0	0	0	0	0	0	0	0	0	0
PF18415.4	0	0	0	0	0	0	0	0	0	0	0	0
PF19804.2	0	0	0	0	0	0	0	0	0	0	0	0
PF13372.9	0	0	0	0	0	0	0	0	0	0	0	0
PF11896.11	0	0	0	0	0	0	0	0	0	0	0	0
PF20330.1	0	0	0	0	0	0	0	0	1	0	0	0
PF01940.19	0	0	0	0	0	0	0	0	0	0	0	0
PF10092.12	0	0	0	0	0	0	0	0	0	0	0	0
PF05618.14	0	0	0	0	0	0	0	0	0	0	0	0
PF07167.16	0	0	0	0	0	0	0	0	0	0	0	0
PF08521.13	0	0	0	0	0	0	0	0	0	0	0	0
PF19051.3	0	0	0	0	0	0	0	0	0	0	0	0
PF13464.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00686.22	8	4	2	0	6	2	4	0	0	2	0	4
PF15632.9	0	1	2	0	1	0	0	0	0	0	0	0
PF07559.17	0	0	0	0	0	0	0	0	0	0	0	0
PF13547.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13550.9	0	0	0	0	0	0	0	0	0	0	0	0
PF00030.22	0	0	0	0	0	0	0	0	0	0	0	0
PF05270.16	0	0	0	0	0	0	0	0	0	0	0	0
PF17149.7	0	0	0	0	0	0	0	0	0	0	0	0
PF18431.4	0	0	0	0	0	0	0	0	0	0	0	0
PF06835.16	0	0	1	0	2	0	0	0	0	0	0	0
PF10720.12	0	0	0	0	0	0	0	0	0	0	0	0
PF09314.14	2	0	0	0	0	0	0	0	1	1	0	0
PF10647.12	0	0	0	0	0	0	0	0	0	0	0	0
PF20594.1	0	0	0	0	0	0	0	0	0	0	0	0
PF08751.14	0	0	0	0	0	0	0	0	0	0	0	0
PF12418.11	0	0	0	0	0	0	0	0	0	0	0	0
PF12806.10	0	0	0	0	0	0	0	0	0	0	0	0
PF17991.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10803.11	0	0	0	0	0	0	0	0	0	0	0	0
PF01878.21	0	0	0	0	0	0	0	0	0	0	0	0
PF14016.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18053.4	0	0	0	0	0	0	0	0	0	0	0	0
PF10069.12	0	0	0	0	0	0	0	0	0	0	0	0
PF17150.7	0	0	0	0	0	0	0	0	0	0	0	0
PF09458.13	0	0	0	0	0	0	0	0	0	0	0	0
PF00240.26	4	25	14	47	8	26	61	60	43	68	23	20
PF14030.9	0	0	0	0	0	0	0	0	0	0	0	0
PF07931.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14595.9	0	0	0	0	0	0	0	0	0	0	0	0
PF02233.19	0	0	0	0	0	0	0	0	0	0	0	0
PF05088.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14566.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10988.11	3	0	0	0	4	0	0	1	2	1	3	1
PF00463.24	0	0	0	0	0	0	0	0	0	1	0	0
PF04728.16	0	0	0	0	0	0	0	0	0	2	0	0
PF10799.11	0	0	0	0	0	0	0	0	0	0	0	1
PF08421.14	0	0	0	0	0	0	0	0	0	0	0	0
PF13438.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13688.9	0	0	0	0	0	0	0	0	0	0	0	0
PF01483.23	0	0	0	0	0	0	0	0	0	0	0	0
PF19503.2	0	0	0	0	0	0	0	0	0	0	0	0
PF11954.11	0	0	0	0	0	0	0	0	0	0	0	0
PF03741.19	0	1	0	0	0	0	0	0	0	0	0	0
PF02467.19	0	0	0	0	0	0	0	1	0	0	0	0
PF13834.9	0	0	0	0	0	0	0	0	0	0	0	0
PF09949.12	0	0	0	0	0	0	0	0	0	0	0	0
PF13196.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03423.16	0	0	0	0	0	0	0	0	0	0	0	0
PF02388.19	0	0	0	0	0	0	0	0	0	0	0	0
PF11273.11	0	0	0	0	0	0	0	0	0	0	0	0
PF08148.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13709.9	0	0	0	0	0	0	0	0	0	0	0	0
PF06080.15	0	0	0	0	0	0	0	0	0	0	0	0
PF13622.9	0	0	0	0	0	0	0	0	0	0	0	0
PF08850.14	0	0	0	0	0	0	0	0	0	0	0	0
PF06832.15	0	0	0	0	0	0	0	0	0	0	0	0
PF18206.4	0	0	0	0	0	0	0	0	0	0	0	0
PF18040.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04675.17	0	0	0	0	0	0	0	0	0	0	0	0
PF01068.24	0	0	0	0	0	0	0	0	0	0	0	0
PF04679.18	0	0	0	0	0	0	0	0	0	0	0	0
PF03573.16	0	0	0	0	0	0	0	0	0	0	0	0
PF14743.9	0	0	0	0	0	0	0	0	0	0	0	0
PF05751.14	0	0	0	0	0	0	0	0	0	0	0	0
PF10102.12	0	0	0	0	0	0	0	0	0	0	0	0
PF11191.11	0	0	0	0	0	0	0	0	0	0	0	0
PF18140.4	0	0	0	0	0	0	0	0	0	0	0	0
PF00629.26	0	0	0	0	0	0	0	0	0	0	0	0
PF12576.11	0	0	0	0	0	0	0	0	0	0	0	0
PF04465.15	0	0	0	0	0	0	0	0	0	0	1	0
PF03212.17	0	0	0	0	0	0	0	0	0	0	0	0
PF16132.8	0	0	0	0	0	0	0	0	0	0	0	0
PF04348.16	0	0	0	0	0	0	0	0	0	0	0	0
PF08267.15	0	0	0	0	0	0	0	0	0	0	0	0
PF18914.3	0	0	0	0	0	0	0	0	0	0	0	0
PF09585.13	0	0	0	0	0	0	0	0	0	0	0	0
PF10128.12	0	0	0	0	0	0	0	0	0	0	0	0
PF20171.1	0	0	0	0	0	0	0	0	0	0	0	0
PF14718.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04325.16	0	0	0	0	0	0	0	0	0	1	0	0
PF05321.14	0	0	0	0	0	0	0	0	0	0	0	1
PF11168.11	0	0	0	0	0	0	0	1	0	0	0	0
PF09349.13	0	0	0	0	0	0	0	0	0	0	0	0
PF08021.14	0	0	0	0	0	0	0	0	0	0	0	0
PF04954.16	0	0	0	0	0	0	0	0	0	0	0	0
PF00657.25	0	0	0	0	0	0	0	0	0	0	0	0
PF01389.20	0	0	0	0	0	0	0	0	0	0	0	0
PF08899.14	0	0	0	0	0	0	0	0	0	0	0	0
PF04444.17	0	0	0	0	0	0	0	0	0	0	0	0
PF03445.16	0	0	0	0	0	0	0	0	0	0	0	0
PF10335.12	0	0	0	0	0	0	0	0	0	0	0	0
PF17806.4	0	0	0	0	0	0	0	0	0	0	0	0
PF12388.11	0	0	0	0	0	0	0	0	0	0	0	0
PF03583.17	0	0	0	0	0	0	0	0	0	0	0	0
PF01323.23	0	2	0	0	0	0	0	0	2	0	1	0
PF05048.16	0	0	0	0	0	0	0	0	0	0	0	0
PF04307.17	0	0	0	0	0	0	0	0	0	0	0	0
PF07752.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02359.21	0	0	0	0	0	0	0	0	0	0	0	0
PF02933.20	0	0	0	0	0	0	0	0	0	0	0	0
PF01941.22	0	0	0	0	0	0	0	0	0	0	0	0
PF05101.16	0	0	0	0	0	0	0	0	0	0	0	0
PF11299.11	0	0	0	0	0	0	0	0	0	0	0	0
PF10368.12	0	0	0	0	0	0	0	0	0	0	0	0
PF01597.22	0	1	1	0	1	0	0	0	0	0	0	0
PF14237.9	0	0	1	1	3	0	0	0	0	1	5	0
PF03740.16	2	0	3	0	2	0	0	0	0	0	0	2
PF19029.3	0	0	0	0	0	0	0	0	0	0	0	0
PF16798.8	0	0	0	0	0	0	0	0	0	0	0	0
PF14509.9	3	3	0	1	0	0	1	2	0	1	0	2
PF17915.4	0	0	0	0	0	0	0	0	0	0	0	0
PF13369.9	0	0	0	0	0	0	0	0	0	0	0	0
PF07758.14	0	0	0	0	0	1	0	0	0	0	0	0
PF18273.4	0	0	0	0	0	0	0	0	0	0	0	0
PF02976.18	0	0	0	0	0	0	0	0	0	0	0	0
PF14402.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18895.3	0	0	0	0	0	1	0	0	0	0	0	0
PF10079.12	0	0	0	0	0	0	0	0	0	0	0	0
PF03710.18	0	0	0	0	0	0	0	0	0	0	0	0
PF08335.14	0	0	0	0	0	0	0	0	0	0	0	0
PF10432.12	0	0	0	0	0	0	0	0	0	0	0	0
PF10698.12	0	0	0	0	0	0	0	0	0	0	0	0
PF15579.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03411.16	0	0	0	0	0	0	0	0	0	0	0	0
PF04116.16	0	0	0	0	0	0	0	0	0	0	0	0
PF16743.8	0	0	0	0	0	0	0	0	0	0	0	0
PF14696.9	0	0	0	0	0	0	0	0	0	0	0	0
PF18483.4	1	0	0	0	0	0	0	0	0	0	0	0
PF17041.8	5	0	0	0	0	0	0	0	0	0	0	0
PF19077.3	0	0	0	0	0	0	0	0	0	0	0	0
PF09330.14	1	0	0	0	0	0	0	0	0	0	0	0
PF07603.14	0	0	0	0	0	0	0	0	0	0	0	0
PF04505.15	2	0	1	2	3	0	0	0	0	0	2	0
PF02925.19	0	0	0	0	0	0	0	0	0	0	0	0
PF00963.21	3	6	0	6	1	3	1	2	4	1	0	6
PF08406.13	0	0	0	0	0	0	0	0	0	0	0	0
PF01875.20	0	0	0	0	0	0	0	0	0	0	0	0
PF08798.14	0	0	0	0	0	0	0	0	0	0	0	0
PF09829.12	0	0	0	0	0	0	0	0	0	0	0	0
PF13456.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03605.17	0	0	0	0	0	0	0	0	0	0	0	0
PF07542.14	0	0	0	0	0	0	0	0	0	0	0	0
PF04971.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14169.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10057.12	0	0	0	0	0	0	0	0	0	0	0	0
PF11907.11	0	0	0	0	0	0	0	0	0	0	0	0
PF09899.12	0	0	0	0	0	0	0	0	0	0	0	0
PF14332.9	0	0	0	0	0	0	0	0	0	0	0	0
PF17517.5	0	0	0	0	0	0	0	0	0	0	0	0
PF12902.10	0	0	0	0	0	0	0	0	0	0	0	0
PF06276.15	0	0	0	0	0	0	0	0	0	0	0	0
PF11575.11	0	0	0	0	0	0	0	0	0	0	0	0
PF18731.4	0	0	0	0	0	0	0	0	0	0	1	0
PF03958.20	0	0	0	0	0	0	0	0	0	0	0	0
PF09423.13	0	0	0	0	0	0	0	0	0	0	0	0
PF20239.1	0	0	0	0	0	0	0	0	0	0	0	0
PF00060.29	0	0	0	0	0	0	0	0	0	0	0	0
PF13640.9	0	0	0	0	0	0	0	0	0	0	0	0
PF03079.17	0	0	0	0	0	0	0	0	0	0	0	0
PF13400.9	0	0	0	0	0	0	0	0	0	0	0	0
PF15935.8	0	0	0	0	0	0	0	0	0	0	0	0
PF19034.3	0	0	0	0	0	0	0	0	0	0	0	0
PF19952.2	0	0	0	0	0	0	1	0	0	0	0	0
PF13103.9	0	0	1	0	0	0	0	0	0	0	0	0
PF18305.4	0	0	0	0	0	0	0	0	0	0	0	0
PF04957.15	0	0	0	0	0	0	0	0	0	1	0	0
PF02694.18	0	0	0	0	0	0	0	0	0	0	0	1
PF16119.8	0	4	0	0	3	0	0	1	0	0	1	1
PF18029.4	0	0	0	0	0	0	0	0	0	0	0	0
PF03109.19	0	0	0	0	0	0	0	0	1	0	0	0
PF02600.19	0	0	0	0	0	0	0	0	0	0	0	0
PF05187.16	0	0	0	0	0	0	0	0	0	0	0	0
PF07452.15	0	0	0	0	0	0	0	0	0	0	0	0
PF05761.17	0	0	0	0	0	0	0	0	0	0	0	0
PF05721.16	0	0	0	0	0	0	0	0	0	0	0	0
PF06253.14	0	0	0	0	0	0	0	0	0	0	0	0
PF11306.11	0	0	1	0	0	1	1	0	0	0	0	0
PF16897.8	0	0	0	0	0	0	0	0	0	0	0	0
PF08271.15	0	0	0	0	0	0	0	0	0	0	0	0
PF00328.25	2	1	0	0	2	0	0	0	0	0	0	1
PF09994.12	0	0	0	0	0	0	0	0	0	0	0	0
PF14742.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13872.9	0	0	0	0	0	0	0	0	0	0	0	0
PF13871.9	0	0	0	0	0	0	0	0	0	0	0	0
PF04687.15	0	0	0	0	0	0	0	0	0	0	0	0
PF14098.9	0	0	0	0	0	0	0	0	0	0	0	0
PF14069.9	0	0	0	0	0	0	0	0	0	0	0	0
PF10628.12	0	0	0	0	0	0	0	0	0	0	0	0
PF06719.16	0	0	0	0	0	0	0	0	0	0	0	0
PF06977.14	0	0	0	0	0	0	0	0	0	0	0	0
PF02494.19	0	0	0	0	0	0	0	0	0	0	0	0
PF11751.11	0	0	0	0	2	1	0	0	0	0	0	0
PF03743.17	0	0	0	0	0	0	0	0	0	0	0	0
PF00201.21	0	0	0	0	0	0	0	0	0	0	0	0
PF05227.16	0	0	0	0	0	0	0	0	0	0	0	0
