CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
41446	45966	-7.048	0.000	0.7198	0.5920	1
41478	41923	-0.984	0.000	0.7762	0.4453	1
41503	41705	4.032	0.000	0.7234	0.6676	1
41503	42361	1.032	0.000	0.7562	0.6160	1
41503	42435	2.016	0.000	0.7625	0.7083	1
41503	43526	3.047	0.000	0.7169	0.6553	1
41503	43706	-2.016	0.000	0.7559	0.6614	1
41503	44313	0.000	0.000	0.8823	0.8385	1
41503	46080	5.027	0.000	0.7300	0.6977	1
24944	25556	0.001	0.000	0.7702	0.3873	1
24944	26203	0.001	0.000	0.8064	0.4629	1
24944	26751	0.000	0.000	0.7288	0.2793	1
24944	27413	2.016	0.000	0.7018	0.4238	1
24944	29899	0.000	0.000	0.8562	0.5657	1
24944	30177	-7.039	0.000	0.7487	0.4294	1
24944	31311	-8.023	0.000	0.8018	0.7250	1
24944	31819	5.957	0.000	0.7747	0.3459	1
24944	33672	7.937	0.000	0.7095	0.3261	1
24944	34948	9.952	0.000	0.7835	0.3395	1
24944	35195	-3.079	0.000	0.7024	0.4488	1
24944	35844	7.936	0.000	0.7674	0.3437	1
24944	36628	7.983	0.000	0.7158	0.2896	1
24944	36974	-6.079	0.000	0.7485	0.4338	1
24944	37820	-6.079	0.000	0.7033	0.2388	1
25007	25695	-0.000	0.000	0.8737	0.7118	1
25007	27269	-0.982	0.000	0.7146	0.5404	1
25007	29900	-0.982	0.000	0.8837	0.7620	1
25007	33565	-2.014	0.000	0.7492	0.4193	1
25007	34161	-2.015	0.000	0.7520	0.3706	1
25007	35604	7.936	0.000	0.7205	0.4353	1
25020	25647	0.000	0.000	0.9710	0.9340	1
25020	38170	-1.041	0.000	0.8409	0.6622	1
25020	38183	-0.036	0.000	0.9008	0.6050	1
25038	26475	0.000	0.000	0.8347	0.6769	1
25057	25439	2.015	0.000	0.8340	0.6330	1
25057	25794	-0.000	0.000	0.9817	0.9392	1
25115	25792	0.000	0.000	0.9723	0.9506	1
25125	26553	-0.000	0.000	0.9035	0.6017	1
25183	25967	0.002	0.000	0.7442	0.5193	1
25204	26939	2.962	0.000	0.7216	0.5969	1
25204	28000	1.979	0.000	0.7348	0.4567	1
25204	30025	-10.022	0.000	0.7084	0.4477	1
25204	30826	-0.000	0.000	0.7882	0.3766	1
25204	32962	1.979	0.000	0.7382	0.3331	1
25204	33698	3.995	0.000	0.7919	0.7208	1
25204	34988	-10.021	0.000	0.7697	0.3755	1
25204	36410	-4.010	0.000	0.7530	0.4293	1
25248	41390	3.995	0.000	0.7083	0.5875	1
25279	30612	-3.947	0.000	0.8662	0.5848	1
25305	25610	-0.038	0.000	0.9452	0.9052	1
25305	26578	-0.001	0.000	0.7065	0.4497	1
25309	29563	1.942	0.000	0.7001	0.3875	1
25309	33767	0.957	0.000	0.7464	0.6115	1
25309	34271	0.958	0.000	0.7992	0.5160	1
25374	38761	6.958	0.000	0.7740	0.4937	1
25439	25794	-2.015	0.000	0.8331	0.6372	1
25460	25901	-2.016	0.000	0.9363	0.6046	1
25463	25681	9.058	0.000	0.7442	0.6155	1
25529	25639	-1.012	0.000	0.7470	0.3171	1
25529	25901	1.003	0.000	0.7116	0.4060	1
25547	25580	0.000	0.000	0.8856	0.8067	1
25552	26504	0.982	0.000	0.7030	0.4109	1
25552	27269	0.001	0.000	0.8655	0.6798	1
25552	31817	5.955	0.000	0.7125	0.4058	1
25552	34988	9.950	0.000	0.7559	0.4205	1
25552	35848	7.934	0.000	0.7110	0.3810	1
25552	36342	7.935	0.000	0.7176	0.4103	1
25552	37897	-6.081	0.000	0.7072	0.3757	1
25552	38261	-4.065	0.000	0.7536	0.4522	1
25556	26203	-0.000	0.000	0.9450	0.8179	1
25556	26751	-0.000	0.000	0.9310	0.6980	1
25556	27413	2.015	0.000	0.8203	0.7098	1
25556	27903	2.016	0.000	0.7716	0.5029	1
25556	29899	-0.000	0.000	0.8688	0.6824	1
25556	30177	-7.039	0.000	0.7860	0.6287	1
25556	30446	-4.029	0.000	0.7091	0.6555	1
25556	31819	5.956	0.000	0.8596	0.7515	1
25556	33672	7.937	0.000	0.7905	0.7380	1
25556	34948	9.951	0.000	0.8390	0.6925	1
25556	35844	7.935	0.000	0.8510	0.7430	1
25556	36247	9.951	0.000	0.8126	0.8165	1
25556	36628	7.982	0.000	0.8049	0.6398	1
25556	36974	-6.080	0.000	0.7703	0.7059	1
25556	37820	-6.080	0.000	0.8146	0.5424	1
25556	43632	-7.064	0.000	0.8056	0.6665	1
25559	29896	-0.000	0.000	0.8704	0.8060	1
25567	26196	0.000	0.000	0.7955	0.4901	1
25567	26744	-0.000	0.000	0.8676	0.7999	1
25567	29612	-2.016	0.000	0.7094	0.5008	1
25567	38994	-4.032	0.000	0.7464	0.5426	1
25610	26578	0.037	0.000	0.7355	0.4635	1
25623	33668	7.932	0.000	0.8011	0.6753	1
25623	34160	-2.020	0.000	0.7485	0.4234	1
25623	34946	9.948	0.000	0.8229	0.5154	1
25623	36970	-6.081	0.000	0.7348	0.4635	1
25633	25639	1.003	0.000	0.8209	0.6339	1
25639	25901	2.016	0.000	0.7208	0.6842	1
25639	26351	-2.016	0.000	0.7226	0.6101	1
25647	38170	-1.041	0.000	0.8198	0.6622	1
25647	38183	-0.037	0.000	0.8788	0.6050	1
25695	27269	-0.982	0.000	0.7148	0.5185	1
25695	29900	-0.982	0.000	0.7900	0.5768	1
25695	33565	-2.013	0.000	0.7086	0.3384	1
25695	34161	-2.015	0.000	0.7214	0.3027	1
25695	35604	7.936	0.000	0.7336	0.3883	1
25764	26777	0.000	0.000	0.9354	0.7355	1
25769	27385	-0.000	0.000	0.9160	0.6642	1
25779	26761	-0.000	0.000	0.9623	0.9585	1
25827	26697	-0.000	0.000	0.8087	0.7700	1
25827	29993	2.016	0.000	0.7501	0.6757	1
25827	40517	3.995	0.000	0.7796	0.6533	1
25833	31232	-7.010	0.000	0.7284	0.4344	1
25833	32995	8.986	0.000	0.7471	0.5500	1
25839	26577	0.000	0.000	0.9811	0.8812	1
25882	26238	0.970	0.000	0.7621	0.6325	1
25937	29288	2.014	0.000	0.7253	0.5665	1
25937	32458	2.014	0.000	0.8261	0.6159	1
26015	27154	-0.000	0.000	0.8785	0.8025	1
26090	34520	-7.010	0.000	0.8113	0.7588	1
26144	30722	-0.036	0.000	0.8059	0.5055	1
26145	26190	0.141	0.000	0.7843	0.7684	1
26171	34946	9.949	0.000	0.7119	0.5462	1
26186	27931	2.962	0.000	0.8427	0.6564	1
26186	28827	1.978	0.000	0.7687	0.5786	1
26186	30880	-10.022	0.000	0.8609	0.8041	1
26186	36247	0.947	0.000	0.7026	0.6519	1
26196	26744	-0.000	0.000	0.7955	0.4979	1
26203	26751	-0.000	0.000	0.9094	0.6009	1
26203	27413	2.016	0.000	0.8041	0.7314	1
26203	27903	2.016	0.000	0.7724	0.5729	1
26203	29899	-0.000	0.000	0.8913	0.7937	1
26203	30177	-7.039	0.000	0.7852	0.6996	1
26203	31819	5.956	0.000	0.8451	0.6597	1
26203	33672	7.937	0.000	0.7692	0.6313	1
26203	34948	9.951	0.000	0.8149	0.5858	1
26203	35844	7.936	0.000	0.8291	0.6446	1
26203	36247	9.952	0.000	0.7937	0.7152	1
26203	36628	7.983	0.000	0.7865	0.5600	1
26203	36974	-6.080	0.000	0.7561	0.7154	1
26203	37820	-6.080	0.000	0.7870	0.4624	1
26203	43632	-7.064	0.000	0.7764	0.5692	1
26209	29896	-0.000	0.000	0.9126	0.8761	1
26263	28865	1.979	0.000	0.7409	0.4423	1
26263	30794	-0.035	0.000	0.8515	0.7208	1
26263	36396	-4.047	0.000	0.7995	0.6203	1
26320	26329	0.039	0.000	0.9256	0.6817	1
26456	27413	-0.001	0.000	0.8343	0.3815	1
26456	27903	-0.000	0.000	0.8795	0.5506	1
26504	27269	-0.981	0.000	0.7726	0.5574	1
26622	35812	1.943	0.000	0.7468	0.5225	1
26697	29993	2.016	0.000	0.7316	0.6549	1
26744	29612	-2.016	0.000	0.7205	0.5056	1
26744	34941	9.952	0.000	0.7190	0.5331	1
26744	38994	-4.031	0.000	0.7470	0.5515	1
26751	27413	2.016	0.000	0.8216	0.5385	1
26751	27903	2.016	0.000	0.7613	0.3665	1
26751	29899	-0.000	0.000	0.8062	0.4868	1
26751	30177	-7.039	0.000	0.7460	0.4655	1
26751	30446	-4.029	0.000	0.7134	0.7102	1
26751	31819	5.956	0.000	0.8580	0.7514	1
26751	33672	7.937	0.000	0.7739	0.7188	1
26751	34948	9.951	0.000	0.8285	0.7582	1
26751	35844	7.936	0.000	0.8382	0.7461	1
26751	36247	9.952	0.000	0.7923	0.6457	1
26751	36628	7.983	0.000	0.7885	0.7305	1
26751	36974	-6.080	0.000	0.7220	0.5230	1
26751	37820	-6.080	0.000	0.8490	0.7648	1
26751	43632	-7.064	0.000	0.8231	0.8322	1
26856	32163	-0.000	0.000	0.8674	0.5631	1
26856	39675	1.944	0.000	0.7245	0.4182	1
26882	27984	-2.016	0.000	0.7318	0.5301	1
26928	27708	0.038	0.000	0.7584	0.3620	1
26928	28084	0.001	0.000	0.8328	0.2776	1
26928	31585	0.000	0.000	0.8924	0.4582	1
26928	31945	-0.000	0.000	0.9458	0.7244	1
26928	32247	-0.001	0.000	0.8311	0.2654	1
26935	26941	-1.002	0.000	0.9583	0.8890	1
26991	30755	-6.936	0.000	0.8996	0.8632	1
27088	28126	-0.000	0.000	0.7358	0.7076	1
27088	34050	-0.000	0.000	0.7239	0.6004	1
27094	28129	-0.000	0.000	0.8727	0.8898	1
27094	34062	0.984	0.000	0.8024	0.8386	1
27147	27656	-0.000	0.000	0.9547	0.7695	1
27154	38225	-6.008	0.000	0.7251	0.5673	1
27180	28435	-2.016	0.000	0.8394	0.4980	1
27196	30872	0.000	0.000	0.9382	0.6530	1
27196	30875	-2.007	0.000	0.8531	0.6306	1
27196	31501	0.002	0.000	0.8834	0.4352	1
27200	30965	0.000	0.000	0.9633	0.8749	1
27200	31543	-0.001	0.000	0.9315	0.7803	1
27227	30197	-0.036	0.000	0.8013	0.6812	1
27242	27553	8.964	0.000	0.9037	0.8805	1
27269	29900	-0.001	0.000	0.7371	0.6230	1
27269	30025	9.948	0.000	0.7107	0.4760	1
27269	32944	-5.099	0.000	0.7043	0.5386	1
27269	34988	9.949	0.000	0.7254	0.3344	1
27269	38261	-4.066	0.000	0.7235	0.3557	1
27413	27903	0.000	0.000	0.8980	0.6066	1
27413	29899	-2.016	0.000	0.7139	0.6657	1
27413	32629	9.952	0.000	0.7004	0.2958	1
27519	28506	2.963	0.000	0.8043	0.6437	1
27519	29683	1.979	0.000	0.7703	0.6057	1
27519	30880	3.995	0.000	0.8543	0.7047	1
27519	31981	1.979	0.000	0.8086	0.4938	1
27637	28236	-0.000	0.000	0.7082	0.5539	1
27708	28084	-0.037	0.000	0.7669	0.4852	1
27708	31427	1.977	0.000	0.7533	0.3923	1
27708	31577	-2.044	0.000	0.8065	0.5027	1
27708	31585	-0.038	0.000	0.8094	0.6526	1
27708	31945	-0.039	0.000	0.7933	0.4804	1
27708	32247	-0.039	0.000	0.7828	0.4784	1
27708	34706	6.023	0.000	0.7031	0.3583	1
27722	27731	1.003	0.000	0.8561	0.6455	1
27837	32181	0.000	0.000	0.8135	0.4888	1
27837	32467	-2.015	0.000	0.7261	0.3954	1
27837	36303	-2.015	0.000	0.7355	0.3686	1
27837	36921	-2.017	0.000	0.7548	0.3786	1
27838	28000	-0.037	0.000	0.7806	0.6010	1
27839	32185	-0.038	0.000	0.8726	0.7465	1
27839	36325	4.988	0.000	0.7274	0.7648	1
27931	28827	-0.985	0.000	0.7690	0.4396	1
27962	27972	-1.003	0.000	0.8345	0.6005	1
27984	34064	0.000	0.000	0.8751	0.5271	1
27993	28126	3.011	0.000	0.9291	0.6314	1
27993	34050	3.011	0.000	0.9315	0.7085	1
28000	30826	-1.980	0.000	0.8033	0.6271	1
28000	31779	2.017	0.000	0.7068	0.7003	1
28000	32962	0.000	0.000	0.8236	0.6188	1
28000	36410	-5.989	0.000	0.8050	0.7482	1
28084	30343	6.061	0.000	0.7541	0.2348	1
28084	30965	-2.940	0.000	0.7199	0.2124	1
28084	31427	2.014	0.000	0.8112	0.2842	1
28084	31577	-2.007	0.000	0.8625	0.6787	1
28084	31585	-0.001	0.000	0.9179	0.5788	1
28084	31945	-0.001	0.000	0.8508	0.3502	1
28084	32247	-0.002	0.000	0.9684	0.8756	1
28084	34706	6.060	0.000	0.7366	0.2664	1
28084	36919	1.978	0.000	0.7353	0.5965	1
28084	37862	1.979	0.000	0.7134	0.3662	1
28088	31549	-0.002	0.000	0.9772	0.9120	1
28088	32203	-0.002	0.000	0.9582	0.8036	1
28126	34050	-0.000	0.000	0.9460	0.8102	1
28129	34062	0.984	0.000	0.9460	0.8570	1
28191	30190	0.001	0.000	0.8551	0.6982	1
28312	30195	0.000	0.000	0.8506	0.7013	1
28318	38422	9.034	0.000	0.7190	0.4138	1
28325	28338	2.005	0.000	0.8726	0.6158	1
28325	29526	3.985	0.000	0.8067	0.4209	1
28325	29869	3.985	0.000	0.8045	0.5152	1
28325	30433	8.066	0.000	0.7302	0.3461	1
28325	33495	3.984	0.000	0.7998	0.4328	1
28338	29869	1.979	0.000	0.7549	0.5894	1
28338	30433	6.061	0.000	0.7382	0.3206	1
28338	32351	1.980	0.000	0.7177	0.5746	1
28506	29683	-0.983	0.000	0.7572	0.4755	1
28506	30880	1.032	0.000	0.8236	0.7677	1
28506	31981	-0.983	0.000	0.7370	0.3839	1
28506	32549	-3.046	0.000	0.7252	0.3930	1
28508	31032	1.032	0.000	0.7985	0.6134	1
28508	36653	1.068	0.000	0.8281	0.7433	1
28548	29496	0.000	0.000	0.9554	0.9115	1
28637	31166	-0.985	0.000	0.7402	0.3372	1
28637	31838	-0.985	0.000	0.7633	0.6090	1
28715	29900	5.098	0.000	0.8046	0.7208	1
28715	31340	-2.926	0.000	0.8039	0.6837	1
28715	31863	-6.974	0.000	0.7711	0.6208	1
28715	32944	0.000	0.000	0.8216	0.5189	1
28715	33589	0.000	0.000	0.7245	0.6398	1
28715	35008	2.016	0.000	0.7064	0.5785	1
28715	35194	2.017	0.000	0.7188	0.5380	1
28720	30029	-0.000	0.000	0.7152	0.4145	1
28727	31185	1.979	0.000	0.7838	0.4041	1
28735	29143	0.000	0.000	0.7702	0.6594	1
28796	31817	-2.015	0.000	0.7170	0.4482	1
28796	32529	0.948	0.000	0.7261	0.4754	1
28796	33640	-0.036	0.000	0.7599	0.4563	1
28796	35604	0.949	0.000	0.7968	0.8079	1
28814	33049	-0.035	0.000	0.8906	0.6810	1
28814	33075	-1.039	0.000	0.7419	0.4763	1
28814	33418	-0.037	0.000	0.7050	0.3884	1
28827	33105	0.985	0.000	0.7137	0.3662	1
28865	30794	-2.015	0.000	0.7556	0.4189	1
28865	33459	3.011	0.000	0.8504	0.6208	1
28865	36396	-6.026	0.000	0.7327	0.5082	1
28880	33218	0.000	0.000	0.9474	0.8185	1
28907	28915	1.004	0.000	0.9020	0.8006	1
28914	30593	-2.016	0.000	0.8419	0.6093	1
28914	30989	-2.016	0.000	0.8959	0.8360	1
28994	30201	-0.000	0.000	0.7328	0.6457	1
28994	31838	-2.016	0.000	0.7072	0.5724	1
29038	30625	-2.016	0.000	0.7217	0.5515	1
29085	31188	-0.000	0.000	0.8195	0.7328	1
29107	29108	-1.003	0.000	0.9251	0.7934	1
29166	29932	0.001	0.000	0.7195	0.2140	1
29348	30201	-0.000	0.000	0.7879	0.6107	1
29348	31838	-2.016	0.000	0.7348	0.5851	1
29417	30047	0.000	0.000	0.9493	0.8713	1
29445	29462	2.007	0.000	0.8305	0.7762	1
29493	31561	-0.000	0.000	0.9619	0.9315	1
29502	30666	2.017	0.000	0.7316	0.5154	1
29502	31107	1.995	0.000	0.7688	0.7045	1
29502	31153	-2.015	0.000	0.7306	0.5693	1
29502	32626	2.017	0.000	0.7857	0.5749	1
29502	32861	0.000	0.000	0.8271	0.7813	1
29502	33159	0.000	0.000	0.9467	0.9125	1
29502	34815	0.000	0.000	0.7217	0.5324	1
29502	35253	-2.015	0.000	0.7578	0.5103	1
29502	44365	3.995	0.000	0.7942	0.6928	1
29518	33158	0.000	0.000	0.8930	0.7668	1
29518	38929	0.984	0.000	0.7847	0.4897	1
29526	29869	0.000	0.000	0.8910	0.4427	1
29526	33212	0.000	0.000	0.9576	0.7685	1
29526	33495	-0.001	0.000	0.9572	0.8933	1
29563	32995	-6.972	0.000	0.8183	0.6088	1
29563	33767	-0.986	0.000	0.7413	0.4325	1
29563	34271	-0.985	0.000	0.7011	0.2608	1
29568	33006	-6.974	0.000	0.7264	0.4495	1
29568	35097	0.037	0.000	0.9103	0.7881	1
29604	29640	2.015	0.000	0.9692	0.8740	1
29604	33203	9.011	0.000	0.9274	0.8592	1
29604	34077	-5.005	0.000	0.8820	0.5833	1
29608	35624	5.958	0.000	0.8205	0.7990	1
29608	36517	5.958	0.000	0.7715	0.5663	1
29608	38881	-2.015	0.000	0.7903	0.6677	1
29608	40268	7.937	0.000	0.7401	0.4191	1
29608	40495	9.953	0.000	0.7753	0.6417	1
29608	41246	-6.079	0.000	0.7371	0.4568	1
29612	31920	5.957	0.000	0.8525	0.7728	1
29612	34453	-7.038	0.000	0.7535	0.7010	1
29612	35660	5.956	0.000	0.7751	0.4757	1
29612	36532	5.957	0.000	0.7800	0.6963	1
29612	36681	7.935	0.000	0.8691	0.8391	1
29612	38279	-6.079	0.000	0.7988	0.5401	1
29612	38380	7.936	0.000	0.7347	0.7736	1
29612	38994	-2.015	0.000	0.8643	0.7804	1
29612	39398	9.952	0.000	0.7880	0.5300	1
29612	40227	7.936	0.000	0.7989	0.5006	1
29612	41240	-6.078	0.000	0.8014	0.5556	1
29614	29648	-0.983	0.000	0.8633	0.6358	1
29614	34160	-0.984	0.000	0.9153	0.8549	1
29614	38996	-2.015	0.000	0.8214	0.4504	1
29640	33203	6.996	0.000	0.9364	0.8265	1
29640	34077	-7.020	0.000	0.8987	0.5936	1
29648	30095	-7.040	0.000	0.8012	0.7660	1
29648	31921	5.956	0.000	0.8223	0.6012	1
29648	33896	-7.039	0.000	0.8030	0.6231	1
29648	34160	-0.001	0.000	0.7960	0.5536	1
29648	34469	-7.039	0.000	0.7629	0.5499	1
29648	35592	9.951	0.000	0.8169	0.6561	1
29648	35654	5.957	0.000	0.8285	0.5909	1
29648	35777	-8.024	0.000	0.7774	0.5511	1
29648	36480	5.957	0.000	0.8117	0.5790	1
29648	36685	7.936	0.000	0.8324	0.6517	1
29648	36990	-5.096	0.000	0.7040	0.5987	1
29648	38063	9.951	0.000	0.7555	0.7442	1
29648	38215	-6.079	0.000	0.7855	0.5027	1
29648	38796	7.936	0.000	0.7380	0.5971	1
29648	39209	3.995	0.000	0.8108	0.5959	1
29648	39320	9.952	0.000	0.7996	0.4973	1
29648	40864	7.935	0.000	0.8031	0.4955	1
29648	41263	-6.080	0.000	0.8128	0.6076	1
29648	42301	-4.065	0.000	0.7675	0.5103	1
29683	33674	-3.047	0.000	0.8460	0.7127	1
29683	35564	0.948	0.000	0.8269	0.4454	1
29686	30070	0.000	0.000	0.9193	0.7553	1
29713	30932	2.015	0.000	0.7524	0.7121	1
29713	32550	0.948	0.000	0.8431	0.4841	1
29713	33677	-0.036	0.000	0.7989	0.4149	1
29713	33714	0.052	0.000	0.7825	0.3510	1
29869	33212	0.000	0.000	0.8546	0.3414	1
29869	33495	-0.001	0.000	0.8580	0.4124	1
29899	30177	-7.039	0.000	0.8549	0.7408	1
29899	31311	-8.023	0.000	0.7567	0.4573	1
29899	31819	5.957	0.000	0.8714	0.5849	1
29899	33672	7.937	0.000	0.7934	0.5507	1
29899	34948	9.952	0.000	0.8364	0.5398	1
29899	35844	7.936	0.000	0.8677	0.5820	1
29899	36247	9.952	0.000	0.8327	0.6559	1
29899	36628	7.983	0.000	0.8197	0.5043	1
29899	36974	-6.079	0.000	0.8360	0.7225	1
29899	37820	-6.080	0.000	0.8140	0.4150	1
29899	43632	-7.064	0.000	0.8048	0.4900	1
29900	30025	9.949	0.000	0.7782	0.5977	1
29900	31340	-8.024	0.000	0.8090	0.6424	1
29900	31817	5.954	0.000	0.7099	0.2924	1
29900	32944	-5.098	0.000	0.7212	0.4773	1
29900	34988	9.949	0.000	0.7048	0.2860	1
29900	35848	7.934	0.000	0.7090	0.2730	1
29900	36342	7.934	0.000	0.7069	0.2884	1
29900	37897	-6.081	0.000	0.7000	0.2690	1
29990	41390	3.995	0.000	0.8385	0.7103	1
30025	34988	0.001	0.000	0.7138	0.2254	1
30095	33896	0.001	0.000	0.9272	0.7297	1
30095	34160	7.039	0.000	0.7511	0.5365	1
30095	34469	0.001	0.000	0.8908	0.6583	1
30095	34660	9.985	0.000	0.7351	0.7462	1
30095	35349	9.986	0.000	0.7213	0.7535	1
30095	35451	3.013	0.000	0.7551	0.7737	1
30095	35777	-0.984	0.000	0.8176	0.5987	1
30095	36990	1.944	0.000	0.7381	0.6946	1
30095	38215	0.960	0.000	0.8120	0.5202	1
30095	39601	3.961	0.000	0.7274	0.7040	1
30095	41263	0.959	0.000	0.8291	0.6333	1
30095	42301	2.975	0.000	0.7430	0.5129	1
30144	33957	0.000	0.000	0.7735	0.6514	1
30144	46987	-2.041	0.000	0.7741	0.4792	1
30152	34135	-0.001	0.000	0.8787	0.8296	1
30152	34462	-0.001	0.000	0.7553	0.3996	1
30156	33772	0.994	0.000	0.7433	0.6445	1
30156	34259	0.994	0.000	0.8058	0.6980	1
30156	37722	0.958	0.000	0.8428	0.6902	1
30156	38529	0.994	0.000	0.8654	0.6980	1
30163	33576	-2.017	0.000	0.7322	0.6077	1
30163	34184	-0.001	0.000	0.8167	0.6922	1
30163	34815	-0.001	0.000	0.8486	0.5168	1
30177	31311	-0.984	0.000	0.7261	0.4066	1
30177	36974	0.960	0.000	0.7851	0.7499	1
30177	37820	0.959	0.000	0.8192	0.4528	1
30177	43632	-0.025	0.000	0.7708	0.4948	1
30189	30835	9.985	0.000	0.7716	0.7521	1
30189	31819	-4.030	0.000	0.7299	0.7036	1
30189	35844	-2.051	0.000	0.7166	0.6763	1
30189	35967	1.016	0.000	0.7290	0.5407	1
30189	36247	-0.035	0.000	0.7836	0.6058	1
30189	36392	5.976	0.000	0.7028	0.5820	1
30189	36628	-2.004	0.000	0.7337	0.7256	1
30189	36973	0.959	0.000	0.8096	0.7556	1
30189	37897	0.960	0.000	0.8832	0.7951	1
30189	38261	2.976	0.000	0.8171	0.6808	1
30195	33057	-2.016	0.000	0.7060	0.6865	1
30201	31166	-2.016	0.000	0.7258	0.3637	1
30201	31838	-2.016	0.000	0.8141	0.7167	1
30213	37721	0.959	0.000	0.7512	0.5377	1
30291	34134	0.001	0.000	0.9091	0.7401	1
30291	38968	-2.016	0.000	0.7158	0.2738	1
30343	31543	-9.002	0.000	0.8147	0.6125	1
30343	31577	-8.068	0.000	0.7131	0.2055	1
30343	32247	-6.063	0.000	0.7478	0.2187	1
30343	34096	-0.002	0.000	0.9419	0.8101	1
30343	34706	-0.001	0.000	0.9605	0.7707	1
30364	30367	-1.003	0.000	0.8630	0.6785	1
30364	31924	-0.984	0.000	0.7610	0.6079	1
30364	34109	0.000	0.000	0.8977	0.5860	1
30364	34744	0.001	0.000	0.8604	0.5387	1
30364	35422	-0.983	0.000	0.7640	0.5236	1
30364	36135	-0.983	0.000	0.7411	0.4890	1
30364	36626	-2.981	0.000	0.7238	0.4814	1
30364	38151	1.944	0.000	0.7012	0.3879	1
30367	34109	1.003	0.000	0.8122	0.4316	1
30367	34744	1.004	0.000	0.7705	0.3876	1
30368	34119	-0.000	0.000	0.9473	0.8532	1
30368	34718	-0.000	0.000	0.9164	0.8433	1
30368	36147	-0.985	0.000	0.7750	0.6258	1
30368	36633	-2.982	0.000	0.7001	0.3736	1
30368	38140	1.943	0.000	0.7629	0.5897	1
30431	30432	-1.003	0.000	0.7660	0.3878	1
30431	31588	-0.983	0.000	0.8558	0.6111	1
30431	31794	-1.020	0.000	0.7638	0.6095	1
30431	35703	-2.982	0.000	0.8511	0.7345	1
30431	35997	-2.983	0.000	0.8189	0.5724	1
30431	40018	-4.994	0.000	0.7332	0.5361	1
30433	31550	-0.983	0.000	0.8899	0.6138	1
30433	34716	0.024	0.000	0.8388	0.4471	1
30433	36020	-2.982	0.000	0.8533	0.5038	1
30434	31620	-0.983	0.000	0.7835	0.5753	1
30434	32997	9.021	0.000	0.7813	0.6628	1
30434	33821	1.942	0.000	0.7557	0.3848	1
30446	31587	-0.983	0.000	0.8686	0.7023	1
30446	31819	9.985	0.000	0.7515	0.8115	1
30446	33846	1.943	0.000	0.8544	0.8321	1
30446	35702	-2.981	0.000	0.8256	0.7685	1
30446	35998	-2.981	0.000	0.8967	0.8609	1
30446	37820	-2.051	0.000	0.7502	0.6359	1
30446	43632	-3.035	0.000	0.7430	0.7720	1
30516	32590	4.979	0.000	0.7338	0.7237	1
30516	34220	-0.035	0.000	0.8591	0.7752	1
30530	30872	-2.016	0.000	0.9411	0.5788	1
30530	31501	-2.014	0.000	0.8829	0.3773	1
30593	30628	-2.016	0.000	0.7093	0.6686	1
30593	30989	0.000	0.000	0.8887	0.6707	1
30593	41731	3.995	0.000	0.7677	0.6686	1
30593	42553	1.979	0.000	0.7233	0.6186	1
30593	43417	3.995	0.000	0.7600	0.5903	1
30625	31216	0.000	0.000	0.8303	0.7805	1
30625	31689	-0.000	0.000	0.7846	0.6963	1
30625	31991	-0.000	0.000	0.8035	0.6366	1
30625	32391	-0.000	0.000	0.8594	0.7965	1
30625	37905	0.984	0.000	0.8485	0.5160	1
30625	42548	3.995	0.000	0.8385	0.5374	1
30628	35504	3.011	0.000	0.8298	0.5369	1
30628	36168	3.011	0.000	0.7158	0.4505	1
30628	36914	3.011	0.000	0.7251	0.5579	1
30628	37674	3.011	0.000	0.8557	0.7068	1
30628	42553	3.996	0.000	0.8493	0.6100	1
30649	32945	-2.015	0.000	0.8023	0.2902	1
30655	34440	-0.001	0.000	0.8614	0.5158	1
30655	34950	-0.000	0.000	0.8574	0.6017	1
30666	32626	-0.000	0.000	0.7825	0.7055	1
30666	32861	-2.017	0.000	0.7597	0.5322	1
30666	33159	-2.017	0.000	0.7205	0.4861	1
30741	32531	0.000	0.000	0.8997	0.7241	1
30741	33123	-4.021	0.000	0.7885	0.3791	1
30760	30789	2.016	0.000	0.8422	0.6756	1
30760	34689	-0.001	0.000	0.9337	0.7894	1
30760	35364	0.000	0.000	0.9039	0.7731	1
30760	36517	3.996	0.000	0.7197	0.7203	1
30760	37193	1.980	0.000	0.8610	0.8469	1
30760	39398	-10.021	0.000	0.8466	0.6486	1
30760	39422	-2.015	0.000	0.8797	0.6779	1
30761	30790	2.015	0.000	0.8776	0.7608	1
30761	34169	3.994	0.000	0.7832	0.5439	1
30761	34670	-0.000	0.000	0.9645	0.8480	1
30761	35323	-2.006	0.000	0.7173	0.5566	1
30761	35361	-0.000	0.000	0.9399	0.8339	1
30761	35660	3.995	0.000	0.7471	0.7014	1
30761	37165	1.979	0.000	0.8683	0.7906	1
30785	31501	-2.015	0.000	0.8588	0.3506	1
30789	34689	-2.017	0.000	0.8094	0.5596	1
30789	35364	-2.015	0.000	0.8330	0.5853	1
30789	39422	-4.031	0.000	0.7787	0.4904	1
30790	30791	-1.003	0.000	0.7347	0.3933	1
30790	33093	-2.016	0.000	0.7872	0.7274	1
30790	34670	-2.016	0.000	0.8748	0.6786	1
30790	34946	-10.021	0.000	0.7476	0.4835	1
30790	35361	-2.016	0.000	0.8943	0.7003	1
30790	38252	-3.035	0.000	0.7557	0.6052	1
